term	year	subject	label	number	description	prereq	hours	geneds
Fall	2023	FR	Writing and Grammar Workshop	207	Practice-intensive grammar review and vocabulary-building, with an emphasis on strategies to improve accuracy of, and expressivity in, speaking and writing in French. Grammar textbook supplemented with readings and materials from French and Francophone culture (articles, social media, literary works, films). 	Four years of high school French or equivalent, or FR 134 or, with departmental approval, FR 104.	3 hours	
Fall	2023	FR	Introduction to Literary Studies	211	Introduction to concepts of modernity and questions of representation, through French texts from the nineteenth through the twenty-first centuries. Analysis of diverse literary forms (poems, plays, narratives), and use of resources for literary, historical and cultural research. Strengthening of reading, writing and speaking skills in French through research projects, writing assignments and revisions, and oral presentations. 	FR 207 or equivalent.	3 hours	
Fall	2023	FR	Introduction to Cultural Analysis: French Identities	212	Introduction to concepts of and debates on French national identity. Materials are drawn from a multiplicity of media and from many spheres of modern life in France: political, artistic, the everyday, etc. Identification of major resources for the study of culture and analysis of diverse cultural texts. Strengthening of reading, writing and speaking skills in French through a wide range of exercises and projects. 	FR 207.	3 hours	
Fall	2023	FR	Advanced Grammar and Writing	314	Advanced study of writing in contemporary French, with emphasis on grammatical structure and genres in culturally diverse contexts of language use. 	FR 207.	3 hours	
Fall	2023	FR	French Cultural History 1789-1968	336	Survey of French cultural history from the French Revolution to 1968. Taught in French. 	FR 211 and FR 212.	3 hours	
Fall	2023	FR	Politics of the European Union	385	Same as EURO 385, GER 385, and PS 385. See PS 385.		3 hours	
Fall	2023	FR	Media and Cinema in French	387	The art, techniques, culture, and politics of French-language film and media (such as television, music and art) in a global context. Film and media in this course provide insight into the formation of cultural, political and linguistic identities as well as the history, techniques and technologies of the media landscape in the French-speaking world. This course may be taught in English or in French; check with the instructor. Same as CWL 387 and MACS 382.		3 hours	
Fall	2023	FR	Indiv Study Major Tutorial	390	Tutorial taken by students during two of their last four terms of undergraduate study. Students read the works on a departmental reading list with the guidance of a tutor. Approved for Letter and S/U grading. May be repeated to a maximum of 12 hours. 	FR 205, FR 207, or equivalent; a declared major in French; junior standing.	1 TO 12 hours	
Fall	2023	FR	Principles of Language Testing	460	Same as EIL 460, EPSY 487, GER 460, ITAL 460, PORT 460, and SPAN 460. See EIL 460.		3 OR 4 hours	
Fall	2023	FR	Theoretical Foundations of SLA	481	Same as GER 489, ITAL 489, LING 489, PORT 489, and SPAN 489. See LING 489.		3 OR 4 hours	
Fall	2023	FR	Senior Thesis	492	For candidates for honors in French and for other seniors. 3 undergraduate hours. No graduate credit. May be repeated to a maximum of 4 hours. 	Senior standing.	2 hours	
Fall	2023	FR	Reading French Grads	501	Grammar, vocabulary, and general and special reading; designed for graduate students desiring help in preparing for the French reading requirements for the Ph.D. Credit is not given toward a graduate degree. 	FR 500, or FR 101 and FR 102, or equivalent.	4 hours	
