term	year	subject	label	number	description	prereq	hours	geneds
Spring	2024	VCM	Science of Health Evaluation	514	Students will apply their pre-existing, foundational knowledge of anatomy, physiology, immunology, microbiology, and pathology in evaluating and solving health failure problems in the major body systems. Participants will learn to ask thoughtful, focused, and purposeful questions when collecting clinical data, and how to use a problem-oriented approach in evaluating health problems, constructing inquiry pathways, and in designing therapeutic and disease management strategies. 3 graduate hours. No professional credit. 	Students must complete VCM 507, VCM 509, VCM 513 maintaining a B or better to advance to VCM 514. All students must have a bachelor’s degree with a 3.0 GPA or better.	3 hours	
Spring	2024	VCM	Adv Comp Theriogenology	522	Advanced study on the principles and practice of theriogenology in domestic and non-domestic animals. May be repeated to a maximum of 6 hours. 	Graduate Veterniarian and consent of instructor.	1 hours	
Spring	2024	VCM	Effective Biomedical Teacher	524	Provides current or future university-level biomedical educators with the knowledge, motivation and proficiencies needed to apply the most recent developments in higher education to their teaching. The overall aim of the course is to cultivate an informed, passionate and adventurous approach to teaching and learning in participants. This will be achieved by fostering new thinking about teaching and learning, and by encouraging collaborative and cooperative learning between the class members. May be repeated in separate terms if topics vary.		3 hours	
Spring	2024	VCM	Small Animal Internal Medicine Book Club	535	Read and review a veterinary medical textbook in preparation for the ACVIM General and Specialty Exams. At each class meeting, we will discuss the material in the assigned chapters. 1 graduate hour. No professional credit. May be repeated in separate semesters up to 6 hours if topics vary. 	Restricted to residents in small animal specialties.	1 hours	
Spring	2024	VCM	ECC Journal Topics	536	Review and discuss current veterinary literature pertaining to small animal emergency and critical care medicine. 1 graduate hour. No professional credit. Approved for S/U grading only. May be repeated to a maximum of 6 hours. 	DVM Degree. Restricted to Vet Med students.	1 hours	
Spring	2024	VCM	Conservation and Ecosystem Health	540	Provides professional students and graduate students with an introduction to the use of medical reasoning and technology in the investigation of problems related to conservation biology and ecosystem health. Students will have a variety of lecturers from across the university and some outside speakers in a seminar format use case examples and discussions of current problems. The survey of topics will provide a better understanding of the challenges in ecosystem health and a basis for further in-depth study for their careers. 1 graduate hour. 1 professional hour. 	Restricted to Graduate Students, VM1 and VM2 students, or consent of instructor.	1 hours	
Spring	2024	VCM	Ocular Pathology	542	Same as PATH 542. See PATH 542.		1 hours	
Spring	2024	VCM	Global One Health	547	Students will be exposed through lectures from visiting and invited guests, small group discussions, readings, and projects to various facets and health problems in both public and veterinary health globally with emphasis on low-income countries. Emphasis will be on how to understand and work within the frameworks at the national and international level to address the biggest challenges and coming threats of the health of people and animals. The survey of topics will provide a foundational understanding for further in-depth study and work in international health. Same as BSE 600. 3 graduate hours. 3 professional hours. Approved for Letter and S/U grading. 	In good standing as graduate student, DVM or MD student.	3 hours	
Spring	2024	VCM	Biosecurity in Livestock Systems	561	This is an 8-week graduate level course that covers the principles of biosecurity. The course will allow students to design a comprehensive protocol for a given site. This course emphasizes how to optimize interventions in swine production systems to minimize the economic impact of infectious disease. The instructors assume that enrolled students have foundational knowledge of pathogens and swine system design and operations. 4 graduate hours. No professional credit. 	DVM or equivalent. Restricted to graduate students only.	4 hours	
Spring	2024	VCM	Understanding the Host Response to Infection	562	This is an 8-week graduate level course that provides a framework for understanding the anatomical, physiological, immunological, microbiological, and pathological basis of health maintenance in the major body systems impacted by infectious disease. The course will use a case-based approach to train students how to apply the basic principles of health science in solving clinical problems in individual animal and livestock systems. The instructors assume that enrolled students have a foundational knowledge in microbiology and livestock system operations. 3 graduate hours. No professional credit. 	Restricted to graduate students.	3 hours	
